Date,Review Rating,verbatims,tokens
2023-11-26,5,"Champu. Te deja el cuero cabelludo y el pelo como nuevo,frescor,suave,huele fenomenal. muy contento","['champu', 'cuero', 'cabelludo', 'pelo', 'frescor', 'suave', 'oler', 'fenomenal', 'contento']"
2023-11-26,5,Fantástico. Me va genial mi hija también a empezado a usarlo se lo recomendé a mis amigas y ahora también lo usan un buen producto.,"['fantastico', 'genial', 'hija', 'empezar', 'usar', 'recomendir', 'amiga']"
2023-11-26,5,Va perfecto lo recomiendo. Va genial lo recomiendo mucho a la gente que tenga caspa etc. . . a mi me encanta,"['perfecto', 'recomendar', 'genial', 'recomendar', 'gente', 'caspa', 'encantar']"
2023-11-26,5,"Excelente. Usamos h & s de siempre y nos llamó la atención esta nueva gama, solo puedo decir que es excelente y cumple sus funciones.","['excelente', 'h', 's', 'llamar', 'atencion', 'gama', 'excelente', 'cumplir', 'función']"
2023-11-25,4,"Limpieza. Lo compre con dudas pero he acabado encantada , repetiría sin duda","['limpieza', 'duda', 'acabar', 'encantado', 'repetiriar', 'duda']"
2023-11-25,4,"Cumple con las expectativas. Probé este producto durante 1 mes, y me funcionó correctamenre","['cumplir', 'expectativa', 'probe', 'mes', 'funcionar', 'correctamenre']"
2023-11-25,5,"La mejor mascarilla sin aclarado q he probado.. No apelmaza, brillo extremo, cabellos sueltos e hidratación intensa ,cabello nutrido","['mascarilla', 'aclarado', 'probar', 'apelmazar', 'brillo', 'extremo', 'cabello', 'suelto', 'hidratacion', 'intenso', 'pelo', 'nutrido']"
2023-11-25,5,"! Lo mejor que he probado en mi vida!. Compré este producto porque me lo recomendó una amiga y es el mejor consejo que me han dado, me encanta, ahora lo llevo conmigo a todas partes.","['probar', 'vida', 'recomendar', 'amiga', 'consejo', 'encantar', 'llevar', 'parte']"
2023-11-25,5,Fantástico. Compré este producto esta semana y es genial. lo recomiendo,"['fantastico', 'semana', 'genial', 'recomendar']"
2023-11-25,5,Super recomendado. Compro este producto desde hace 2 meses me deja el pelo radiante,"['super', 'recomendado', 'mes', 'pelo', 'radiante']"
2023-11-25,5,"Pelo sedoso. Llevo utilizando el producto como 2 semanas y me encanta como deja el pelo, la suavidad y textura es espectacular","['pelo', 'sedoso', 'llevar', 'utilizar', 'semana', 'encantar', 'pelo', 'suavidad', 'textura', 'espectacular']"
2023-11-25,5,"Super-hidratante. Me encanta como deja el cabello, se nota hidratado y a la vez flexible, sin apelmazar.","['encantar', 'pelo', 'notar', 'hidratado', 'flexible', 'apelmazar']"
2023-11-25,5,Fantastico! Me encanta. Me encanta como deja el pelo esta gama de productos me a encantado,"['fantastico', 'encantar', 'encantar', 'pelo', 'gama', 'encantado']"
2023-11-25,5,"Me encanta,deja el pelo super brillante. Me encanta lo compré para probar,porque yo suelo usar el H&S Classic por la caspa i vi que este reparaba el pelo dañado también i digo voy a probar i me va genial ahora tengo un pelo sano,brillante i libre de caspa","['encantar', 'pelo', 'super', 'brillante', 'encantar', 'probar', 'suelo', 'classic', 'caspa', 'i', 'reparar', 'pelo', 'danado', 'i', 'probar', 'i', 'genial', 'pelo', 'sano', 'brillante', 'i', 'libre', 'caspa']"
2023-11-25,5,"Cabello sedoso. Me encanta, deja el pelo suelto con un toque de volumen en raíz, y olor muy rico, pero suave. Formato cómodo y textura agradable. Me parece muy recomendable.","['pelo', 'sedoso', 'encantar', 'pelo', 'suelto', 'toque', 'volumen', 'raiz', 'olor', 'rico', 'suave', 'formato', 'comodo', 'textura', 'agradable', 'recomendable']"
2023-11-25,5,Espectacular. Me encanta su olor y como dejo mi cabello lo usé solo una vez y lo decidí me cambio sin pensarlo,"['espectacular', 'encantar', 'olor', 'pelo', 'decidi', 'cambio', 'pensar']"
2023-11-25,5,Me encanta. En poco tiempo se notan los resultados así que seguiré usandolo,"['encantar', 'tiempo', 'notar', 'resultado', 'seguirir', 'usar']"
2023-11-25,5,"Muy bien. Llevo unos días con el y genial, los picores han disminuido.","['llevar', 'genial', 'picor', 'disminuir']"
2023-11-25,5,Fantástico champoo. Deja el cabello con briyo super limpio m encanta el olor lo recomiendo,"['fantastico', 'champoo', 'pelo', 'briyo', 'super', 'limpio', 'm', 'encantar', 'olor', 'recomendar']"
2023-11-25,5,Fantastico ! ! ! ! ! ! ! ! !. Me han hablado genial de este producto donde le ha cambiado el cabello a mejor super recomiendo,"['fantastico', 'hablar', 'genial', 'cambiar', 'pelo', 'super', 'recomendar']"
2023-11-25,5,"No puede faltar en tu casa. Este producto es genial, me ha encantado. Sin duda debes probarlo.","['faltar', 'casa', 'genial', 'encantar', 'duda', 'deber', 'probar']"
2023-11-25,5,Satisfacción. Necencanta su resultado su esencia que ne deja relajada y sin picazón un sensación muy agradable y dirá más  tiempo,"['satisfaccion', 'necencantar', 'resultado', 'esencia', 'ne', 'relajado', 'picazon', 'sensacion', 'agradable', 'dira', 'tiempo']"
2023-11-24,3,Fantástico 2 en uno súper suave queda el cabello. Compre la semana pasada y me encantó repetire sin duda un buen Chapu a precio asequible,"['fantastico', 'super', 'suave', 'quedar', 'pelo', 'semana', 'encantar', 'repetirar', 'duda', 'chapu', 'precio', 'asequible']"
2023-11-24,3,"¡Sensación excelente!. Compré este producto a final de agosto. Normalmente es la época que coincide con la caída del pelo, daños por el sol, etc. Sin embargo, cuando probé este producto, cada día botaba el pelo más fuerte. Menos caída. La verdad que me sorprendió el resultado. Desde entonces, lo uso cada dos meses aproximadamente.","['sensacion', 'excelente', 'agosto', 'normalmente', 'epoca', 'coincidir', 'caida', 'pelo', 'dano', 'sol', 'probe', 'botar', 'pelo', 'fuerte', 'caida', 'sorprender', 'resultado', 'mes']"
2023-11-24,4,¡maravilla!. no sabia que era tan buen producto. yo tengo el pelo super seco y con esto no necesito nada mas para que brille y este sano!,"['maravilla', 'sabio', 'pelo', 'super', 'seco', 'necesitar', 'brillar', 'sano']"
2023-11-24,4,Cumple lo que promete. Llevo poco usándolo no más de un mes y ya noto mejoría en mi caspa después del parto y el embarazo he sufrido muchos cambios entre ellos en el cabello y buscaba algo que me cuidase el cabello y la piel y este champú lo cumple.,"['cumplir', 'prometer', 'llevar', 'usandolir', 'mes', 'notar', 'mejorio', 'caspa', 'parto', 'embarazo', 'sufrir', 'cambio', 'pelo', 'buscar', 'cuidar', 'pelo', 'piel', 'champu', 'cumplir']"
2023-11-24,4,"Limpio y radiante. Me gusta mucho la fragancia, la sensación de limpieza y el brillo que queda después de utilizarlo, ayuda a aliviar el picor por el cuero cabelludo seco y con caspa, y cunde mucho al estar bastante concentrado.","['limpio', 'radiante', 'gustar', 'fragancia', 'sensacion', 'limpieza', 'brillo', 'quedar', 'utilizar', 'ayuda', 'aliviar', 'picor', 'cuero', 'cabelludo', 'seco', 'caspa', 'cundir', 'concentrado']"
2023-11-24,4,Me encanta como me deja el pelo. Hace un efecto en el pelo que se enota con los usos la primera semana na pero luego va cambiando,"['encantar', 'pelo', 'efecto', 'pelo', 'enotar', 'semana', 'na', 'cambiar']"
2023-11-24,4,Producto buenísimo! !. Te deja el cuero cabelludo muy limpio y notas que tus cabellos van fortaleciendo con el uso progresivo.,"['buenisimo', 'cuero', 'cabelludo', 'limpio', 'nota', 'cabello', 'fortalecer', 'progresivo']"
2023-11-24,4,Buenisimo. Llevo usando más de tres meses y encantada. Lo recomendaría sin duda,"['llevar', 'mes', 'encantado', 'recomendariar', 'duda']"
2023-11-24,4,"Genial. Muy bueno, me gusta como me deja el pelo después del lavado","['genial', 'gustar', 'pelo', 'lavado']"
2023-11-24,5,"Recomendadisimo. Casi todas las mascarillas que me compro me dejan engrasado el pelo, pero con este sin aclarado me lo deja estupendo y me lo compre casi sin expectativas, a día de hoy no lo cambio por nada.","['recomendadisimo', 'mascarilla', 'engrasado', 'pelo', 'aclarado', 'estupendo', 'expectativa', 'cambio']"
2023-11-24,5,"Champú increible. Lo compré hace unos días, y de verdad hace lo que promete. Seguiré con él!","['champu', 'increible', 'prometer', 'seguire']"
2023-11-24,5,"me encantaaa. lo compre y me ha encantado mucho,lo volvere a comprar","['encantaaa', 'encantar', 'volverar']"
2023-11-24,5,"Champú excelente,. Lo compre hace poco y me encanta rivatilizante y una fragancia maravillosa","['champu', 'excelente', 'encantar', 'rivatilizante', 'fragancia', 'maravilloso']"
2023-11-24,5,Me encanta. Compre por probar y la verdad me sorprendió para bien ya no me puede faltar,"['encantar', 'probar', 'sorprender', 'faltar']"
2023-11-24,5,Producto perfecto. Compre por probar este tratamiento hidratante para mi pelo seco y se nota mucho el resultado! ! !,"['perfecto', 'probar', 'tratamiento', 'hidratante', 'pelo', 'seco', 'notar', 'resultado']"
2023-11-24,5,"Fantastico. Compre el producto hace unas semanas y estoy encantada como deja el pelo, ademas de la suavidad q deja y el aspecto del pelo. Facil de usar, nada grasiento. Se ha convertido en uno de mis imprescindibles.","['fantastico', 'semana', 'encantado', 'pelo', 'suavidad', 'q', 'aspecto', 'pelo', 'facil', 'grasiento', 'convertir', 'imprescindible']"
2023-11-24,5,DERMAXPRO .. Compre este Producto y tras estar utilizando he de decir que funciona al 100% .,"['dermaxpro', 'utilizar', 'funcionar']"
2023-11-24,5,"Suavidad inigualable. Compre este producto porque sentía un acierta picazón en el cuero cabelludo y pensé que sería principio de caspa,la verdad que mi preocupación pasó. Ser un placer de suavidad desde que se este producto. Enhorabuena","['suavidad', 'inigualable', 'sentia', 'acierta', 'picazon', 'cuero', 'cabelludo', 'pense', 'serio', 'principio', 'caspa', 'preocupacion', 'paso', 'placer', 'suavidad', 'enhorabuena']"
2023-11-24,5,"Completamente recomendable! ! !. Tengo un agua un poco dura en casa, tengo que usar productos buenos para el cabello. Uno de los mejores.","['completamente', 'recomendable', 'agua', 'duro', 'casa', 'pelo', 'mejor']"
2023-11-24,5,Champú que ilumina. He estado probando este champú las últimas semanas y me está dejando el pelo genial y me dura limpio más tiempo,"['champu', 'iluminar', 'probar', 'champu', 'ultima', 'semana', 'pelo', 'genial', 'durar', 'limpio', 'tiempo']"
2023-11-24,5,No puede faltar en tu rutina ! !. Lo e probado y se ha vuelto un imprescindible en el cuidado de mi pelo,"['faltar', 'rutina', 'probado', 'volver', 'imprescindible', 'cuidado', 'pelo']"
2023-11-24,5,"A mi me va muy bien , estoy encantada . Me gustan los resultados obtenidos, muy buen producto","['encantado', 'gustar', 'resultado', 'obtenido']"
2023-11-24,5,"Fabuloso. Me encanta eatw peoducto , volveria a comprar sin duda","['fabuloso', 'encantar', 'eatw', 'peoducto', 'volverio', 'duda']"
2023-11-24,5,"Fabuloso. Me encanta estupendo producto , volveria a comprar sin duda","['fabuloso', 'encantar', 'estupendo', 'volveriar', 'duda']"
2023-11-24,5,"Me encanta. Me ha sorprendido gratamente , huele genial y deja mi pelo sedoso","['encantar', 'sorprender', 'gratamente', 'oler', 'genial', 'pelo', 'sedoso']"
2023-11-24,5,"Siempre utilizo la marca éste producto es ideal mí. Ideal para mí pelo rizado y super reseco,me lo deja preciso y suave","['utilizar', 'marca', 'ideal', 'ideal', 'pelo', 'rizado', 'super', 'reseco', 'preciso', 'suave']"
2023-11-24,5,"¡Chute de hidratacion para tu cabello!. Enamorada de este producto, deja el pelo suave y muy brillante.","['chute', 'hidratacion', 'pelo', 'enamorado', 'pelo', 'suave', 'brillante']"
2023-11-24,5,"DermaXpro champú. Es un producto diseñado para abordar diversos problemas del cuero cabelludo y el cabello. Sus beneficios son la reducción de la caspa, la hidratación del cuero cabelludo y la mejora de la salud capilar. Además, tiene una sensación de frescura y limpieza después de su uso. Eso sí, es crucial seguir las indicaciones y evaluar cómo responde tu cabello y cuero cabelludo para obtener los mejores resultados. Un producto de 10 súper recomendable ojalá tenerlo para siempre.","['dermaxpro', 'champu', 'disenado', 'abordar', 'diverso', 'problema', 'cuero', 'cabelludo', 'pelo', 'beneficio', 'reduccion', 'caspa', 'hidratacion', 'cuero', 'cabelludo', 'mejora', 'salud', 'capilar', 'sensacion', 'frescura', 'limpieza', 'crucial', 'seguir', 'indicación', 'evaluar', 'responder', 'pelo', 'cuero', 'cabelludo', 'obtener', 'mejor', 'resultado', 'super', 'recomendable', 'ojala', 'tener']"
2023-11-24,5,"Este producto hace magia. Es fantástico, después de probar tantos y tantos productos, acerté y me funciona genial, si tienes el pelo apagado, sin vida, pruébalo te deja el pelo genial, debería probarlo todo el mundo porque no defrauda, es uno de los productos que verdaderamente funciona tal como dicen cumple su función.","['magia', 'fantastico', 'probar', 'acerte', 'funcionar', 'genial', 'pelo', 'apagado', 'vida', 'pruebalo', 'pelo', 'genial', 'deberiar', 'probar', 'mundo', 'defraudar', 'verdaderamente', 'funcionar', 'cumplir', 'funcion']"
2023-11-24,5,"Reflejos máximos. Lo estoy usando hace dos meses y es perfecto, mi pelo tiene vida! !","['reflejo', 'maximo', 'mes', 'perfecto', 'pelo', 'vida']"
2023-11-24,5,"100% recomendable. Llevo usandolo desde que salio, es fabuloso, se nota como a las 2 semanas los resultados, no puedo estar mas encantada!","['recomendable', 'llevar', 'usandolo', 'salir', 'fabuloso', 'notar', 'semana', 'resultado', 'encantado']"
2023-11-24,5,Solucion. Mi hija tiene un problema de descamación del cuerpo cabelludo nada que había probado le había solucionado el. problema lleva 6 meses usando este champú y ha sido su solución,"['solucion', 'hija', 'problema', 'descamacion', 'cuerpo', 'cabelludo', 'probar', 'solucionar', 'problema', 'mes', 'champu', 'solucion']"
2023-11-24,5,Para mi mujer a sido un descubrimiento. Este hidratante consigue regenerar muy bien e hidratar.,"['mujer', 'descubrimiento', 'hidratante', 'regenerar', 'hidratar']"
2023-11-23,4,Me encanta. Me encanta como deja el pelo. Brillo y limpio. Sensación de ligero.,"['encantar', 'encantar', 'pelo', 'brillo', 'limpio', 'sensacion', 'ligero']"
2023-11-23,4,Me encanta. Llevo usándolo un mes y noto la diferencia con otros champús,"['encantar', 'llevar', 'usando', 'mes', 'notar', 'diferencia', 'champus']"
2023-11-23,5,"Un cambio en mi cabello. Realmente estoy sorprendida con el resultado de este champú en mi cabello. Soy de hebra muy fina y de cuero cabelludo graso y este champú limpia en profundidad y me deja una sensación de frescor que es realmente muy agradable, También me gusta su olor","['cambio', 'pelo', 'realmente', 'sorprendido', 'resultado', 'champu', 'pelo', 'hebra', 'fino', 'cuero', 'cabelludo', 'graso', 'champu', 'limpio', 'profundidad', 'sensacion', 'frescor', 'realmente', 'agradable', 'gustar', 'olor']"
2023-11-23,5,"Genial, pelo suave y sedoso. Lo compré para mi hija y fenomenal, lo había usado ta otras veces y me encanta","['genial', 'pelo', 'suave', 'sedoso', 'hija', 'fenomenal', 'ta', 'encantar']"
2023-11-23,5,deja cabello brillante suave. Lo compré el mes pasado y volvería a repetir recomendado excelente producto,"['pelo', 'brillante', 'suave', 'mes', 'volverio', 'repetir', 'recomendado', 'excelente']"
2023-11-23,5,Funciona de verdad! !. Lo compré hace tres semanas y cada día estoy más contenta porque funciona y de verdad,"['funcionar', 'semana', 'contento', 'funcionar']"
2023-11-23,5,"Cambio textura pero y mejoría de brillo. Lo compre, y se nota el cambio de textura en el pelo y mejoría de brillo","['cambio', 'texturo', 'mejorio', 'brillo', 'notar', 'cambio', 'textura', 'pelo', 'mejorio', 'brillo']"
2023-11-23,5,Me encanta como queda el pelo!. Lo llevo utilizando varios meses y he notado una mejoría en mi pelo,"['encantar', 'quedar', 'pelo', 'llevar', 'utilizar', 'mes', 'notar', 'mejoria', 'pelo']"
2023-11-23,5,No está mal. Me gusta no está nada mal en cuanto a caspa pero no me deja el pelo super brillante,"['gustar', 'caspa', 'pelo', 'super', 'brillante']"
2023-11-23,5,Me encanta. Me encanta lo compré para probar y me sorprendió muchísimo es increíble el brillo y la limpieza que me a dejado en mi cabello lo recomiendo 100%,"['encantar', 'encantar', 'probar', 'sorprender', 'muchisimo', 'increible', 'brillo', 'limpieza', 'dejado', 'pelo', 'recomendar']"
2023-11-23,5,"Fantástico. Me encanta te deja el pelo hidratado, con brillo y en comparación con otras marcas este lo deja limpio sin apelmazar, me encanta.","['fantastico', 'encantar', 'pelo', 'hidratado', 'brillo', 'comparacion', 'marca', 'limpio', 'apelmazar', 'encantar']"
2023-11-23,5,Fantasia. Me gusto mucho lo vi en oferta y lo quise probar lo compré,"['fantasia', 'gustar', 'oferta', 'querer', 'probar']"
2023-11-23,5,El pelo queda genial. Lo he probado y me ha dejado impresionada la suavidad y la frwcura del pelo,"['pelo', 'quedar', 'genial', 'probar', 'impresionado', 'suavidad', 'frwcura', 'pelo']"
2023-11-23,5,Muy buen producto. Probé este producto y me sorprendió muchísimo como te deja el pelo de suave.,"['probe', 'sorprender', 'muchisimo', 'pelo', 'suave']"
2023-11-23,5,Es genial. Ma ha encantado. Precisamente lo estoy utilizando y me está gustando mucho,"['genial', 'ma', 'encantar', 'precisamente', 'utilizar', 'gustar']"
2023-11-23,5,Me encanta ! ! Lo seguiré comprando. Me deja el cabello muy hidratado suave y brillante sin duda lo seguiré usando !,"['encantar', 'seguire', 'pelo', 'hidratado', 'suave', 'brillante', 'duda', 'seguirir']"
2023-11-23,5,Funcionalidad espectacular!. Es una pasada como deja este producto el pelo! Como siempre otro producto de hys que no decepciona nunca.,"['funcionalidad', 'espectacular', 'pelo', 'hys', 'decepcionar']"
2023-11-23,5,"Me encanta, deja el pelo súper sedoso. Llevo usandolo varios meses y me encanta, deja el pelo súper suave, súper recomendado","['encantar', 'pelo', 'super', 'sedoso', 'llevar', 'usar', 'mes', 'encantar', 'pelo', 'super', 'suave', 'super', 'recomendado']"
2023-11-23,5,Cumple con lo prometido!. Me lo regaló mi madre porque siempre está buscando productos nuevos y me gustó bastante,"['cumplir', 'prometido', 'regalar', 'madre', 'buscar', 'gusto']"
2023-11-23,5,"Inigualable. Producto novedoso e increíble, lo recomiendo 100%. Desde ahora un imprescindible en mi casa. Pelo brillante , bonito y suave, además anticipa.","['inigualable', 'novedoso', 'increible', 'recomendar', 'imprescindible', 'casa', 'pelo', 'brillante', 'bonito', 'suave', 'anticipar']"
2023-11-23,5,"Cumple con lo que promete. Sin duda una buena elección para calmar picores y eliminar caspa, ideal para cueros cabelludos sensibles. Olor agradable y sensación de frescor que calma la irritación. Tras su uso continuado reduce notablemente la descamación. Super recomendable.","['cumplir', 'prometer', 'duda', 'eleccion', 'calmar', 'picor', 'eliminar', 'caspa', 'ideal', 'cuero', 'cabelludo', 'sensible', 'olor', 'agradable', 'sensacion', 'frescor', 'calmar', 'irritacion', 'continuado', 'reducir', 'notablemente', 'descamacion', 'super', 'recomendable']"
2023-11-22,3,"¡Funcional!. A parte de haber comprado este producto y ver qué es una maravilla, he visto muchas opiniones en redes sociales donde ninguna es mala. Es un producto que de verdad funciona","['funcional', 'maravilla', 'opinión', 'red', 'social', 'malo', 'funcionar']"
2023-11-22,4,"Maravilloso. Lo compré hace un mes y me encantó El producto,  quiero seguir usándolo","['maravilloso', 'mes', 'encantar', 'querer', 'seguir', 'usandolo']"
2023-11-22,4,Es una pasada como deja el cabello. Llevo comprando este producto un tiempo y me encanta,"['pelo', 'llevar', 'tiempo', 'encantar']"
2023-11-22,4,"Super bueno y un olor, me encanta. Lo tengo desde hace un mes y me encanta, tiene un olor increíble","['super', 'olor', 'encantar', 'mes', 'encantar', 'olor', 'increible']"
2023-11-22,5,Impresionante. Hidratante sin aclarado  fácil de usar y muy económico,"['impresionante', 'hidratante', 'aclarado', 'facil', 'economico']"
2023-11-22,5,"Recomendable. Excelente relación calidad precio, merece la pena probarlo.","['recomendable', 'excelente', 'relacion', 'calidad', 'precio', 'merecer', 'pena', 'probar']"
2023-11-22,5,"Resultado espectacular y noto mas grosor de fibra. Hace ya tiempo que noto como mi fibra capilar es cada vez mas fina, fragil y el cabello me cae con frecuencia al lavarlo y peinarlo. . . . al consultar me daban las tipicas respuestas de es la edad, los cambios hormonales de la menopausia, etc. . Probe de casualidad este champu, porque he usado antes H&S y estaba en promocion. Me encanta, deja el cuero cabelludo super limpio y notas que el pelo esta limpio y a la vez, hidratado. Llevo usandolo solo unas semanas y ya estoy empezando a notar la diferencia. . . .","['resultado', 'espectacular', 'notar', 'grosor', 'fibra', 'tiempo', 'notar', 'fibra', 'capilar', 'fino', 'fragil', 'pelo', 'caer', 'frecuencia', 'lavar', 'peinar', 'consultar', 'dar', 'tipica', 'respuesta', 'edad', 'cambio', 'hormonal', 'menopausia', 'probe', 'casualidad', 'champu', 'promocion', 'encantar', 'cuero', 'cabelludo', 'super', 'limpio', 'nota', 'pelo', 'limpio', 'hidratado', 'llevar', 'usar', 'semana', 'empezar', 'notar', 'diferencia']"
2023-11-22,5,Genial resultados. Gran producto el pelo queda suave y brillante. sin duda 1 de los mejores que e probado 100x100 recomendable y el olor me encanta,"['genial', 'resultado', 'pelo', 'quedar', 'suave', 'brillante', 'duda', 'mejor', 'probado', 'recomendable', 'olor', 'encantar']"
2023-11-22,5,Increíbles resultados. Lo compre para probarlo porque me había hablado bien de el y estoy encantada,"['increibl', 'resultado', 'probar', 'hablar', 'encantado']"
2023-11-22,5,"Resultados increíbles. Compré el tratamiento hidratante sin aclarado H&S para conseguir el resultado deseado y con muy poca cantidad he  conseguido que mi pelo parezca sano, fuerte y cuidado","['resultado', 'increibl', 'tratamiento', 'hidratante', 'aclarado', 'resultado', 'deseado', 'cantidad', 'conseguir', 'pelo', 'parecer', 'sano', 'fuerte', 'cuidado']"
2023-11-22,5,Cumple su funcion. Compre el producto hace un mes aproximadamente y me encanta ! No queda graso y queda brillante,"['cumplir', 'funcion', 'mes', 'encantar', 'quedar', 'graso', 'quedar', 'brillante']"
2023-11-22,5,Gran descubrimiento. Compre este producto hace unas semanas por primera vez y  ya no puedo vivir sin él! Es una maravilla,"['descubrimiento', 'semana', 'vivir', 'maravilla']"
2023-11-22,5,"Nuevo champú hs. Compre este producto por que vi que era nuevo, para provarlo y me gusta muchísimo. Deja mi pelo con mucha vida.","['champu', 'hs', 'provar', 'gustar', 'muchisimo', 'pelo', 'vida']"
2023-11-22,5,"Estupendo. Lo utilizo desde hace tiempo y me encanta, lo recomiendo","['estupendo', 'utilizar', 'tiempo', 'encantar', 'recomendar']"
2023-11-22,5,". Acabo de empezar a utilizarlo y me ha encantado , deja el pelo sedoso y con mucho brillo . Por supuesto lo recomiendo .","['acabar', 'empezar', 'utilizar', 'encantar', 'pelo', 'sedoso', 'brillo', 'recomendar']"
2023-11-22,5,". Me encanta, deja el pelo perfecto y el olor es maravilloso","['encantar', 'pelo', 'perfecto', 'olor', 'maravilloso']"
2023-11-22,5,SUAVIDAD. Me encanta a sensacion de suavidad y frescura que deja en el cabello,"['suavidad', 'encantar', 'sensacion', 'suavidad', 'frescura', 'pelo']"
2023-11-22,5,Champu. Me ha encantado el nuevo champú h&s deja el pelo suave y fuerte y además protege el cuero cabelludo,"['champu', 'encantar', 'champu', 'pelo', 'suave', 'fuerte', 'proteger', 'cuero', 'cabelludo']"
2023-11-22,5,"Maravillosamente encantada con este producto. Pase mucho tiempo buscando un producto efectivo, hasta que encontré este que desde el primer uso se ven los resultados, me encanta, totalmente recomendado.","['maravillosamente', 'encantado', 'pasar', 'tiempo', 'buscar', 'efectivo', 'encontrar', 'resultado', 'encantar', 'totalmente', 'recomendado']"
2023-11-22,5,"Una maravilla, deja el pelo increíble. Hace varios meses probé este producto y me sorprendió para bien.","['maravilla', 'pelo', 'increible', 'mes', 'probe', 'sorprender']"
2023-11-22,5,"Inmejorable!. Me suele gustar esta marca de champú, pero vi este packing nuevo y decidí probarlo. Es una fantasía. Deja el pelo genial con poca cantidad utilizada. Además, tiene un olor increíble. Muy recomendable!","['inmejorable', 'soler', 'gustar', 'marca', 'champu', 'packing', 'decidi', 'probar', 'fantasia', 'pelo', 'genial', 'cantidad', 'utilizado', 'olor', 'increible', 'recomendable']"
2023-11-22,5,"El mejor producto sin duda. Es espectacular, tenía muchísima caspa y gracias a este champú conseguí eliminarla","['duda', 'espectacular', 'tenia', 'muchisimo', 'caspa', 'gracias', 'champu', 'consegui', 'eliminar']"
2023-11-22,5,Fenomenal! Me quedé sorprendida! Me encanta! !. Levo dos semanas probándolo y me encanta me deja el cuero cabelludo súper limpio y el pelo se queda suave y con brillo! Me encanta! Lo recomiendo 100%,"['fenomenal', 'quedar', 'sorprendido', 'encantar', 'levir', 'semana', 'probandolir', 'encantar', 'cuero', 'cabelludo', 'super', 'limpio', 'pelo', 'quedar', 'suave', 'brillo', 'encantar', 'recomendar']"
2023-11-22,5,Fantastico. Deja una hidratacion y una suavidad increíble. Sin duda lo volveré a comprar,"['fantastico', 'hidratacion', 'suavidad', 'increible', 'duda', 'volverar']"
2023-11-22,5,"Me encanta. Mi cabello se siente ligero, fresco y con mucho brillo","['encantar', 'pelo', 'sentir', 'ligero', 'fresco', 'brillo']"
2023-11-22,5,PRODUCTO fantástico. Dile adiós a la caspa es de los mejores productos que usé para deshacerme de la caspa,"['fantastico', 'dile', 'adio', 'caspa', 'mejor', 'deshacer yo', 'caspa']"
2023-11-22,5,"Espectacular. De momento le va de maravilla,mi marido tiene el cuero cabelludo seco y le pica mucho","['espectacular', 'momento', 'maravilla', 'marido', 'cuero', 'cabelludo', 'seco', 'picar']"
2023-11-21,3,Genial. Lo vengo comprando hace dos meses y me encantó los resultados,"['genial', 'venir', 'mes', 'encantar', 'resultado']"
2023-11-21,4,Cumple su función. Lo compre hace un mes y he notado mi cabello mucho más limpio y menos caída.,"['cumplir', 'funcion', 'mes', 'notar', 'pelo', 'limpio', 'caido']"
2023-11-21,4,"Sensaciones. Me encanta la sensación que me provoca durante el lavado de frescor y limpieza, así como la calidez que deja una vez limpio tan suave y gustoso","['sensación', 'encantar', 'sensacion', 'provocar', 'lavado', 'frescor', 'limpieza', 'calidez', 'limpio', 'suave', 'gustoso']"
2023-11-21,4,"Fantastico. Lo he probado este mes y me va fenomenal,lo recomiendo","['fantastico', 'probar', 'mes', 'fenomenal', 'recomendar']"
2023-11-21,5,Muy bueno. Pelo limpio y suelto que es muy importante para un pelo fino con tendencia a engrasarse,"['pelo', 'limpio', 'suelto', 'importante', 'pelo', 'fino', 'tendencia', 'engrasar']"
2023-11-21,5,"Una pasada de champú. Lo compré para mi hijo que tiene temporadas que tiene muchísima caspa, ya no sabía que champú anticaspa usar porque ninguno se la quitaba. Con este champú y el acondicionador lo he conseguido! ! Le deja el pelo super limpio, suelto, brillante y lo más importante sin nada de caspa y sin picor. Una auténtica maravilla.","['champu', 'hijo', 'temporada', 'muchisimo', 'caspa', 'sabia', 'champu', 'anticaspa', 'quitar', 'champu', 'acondicionador', 'conseguir', 'pelo', 'super', 'limpio', 'suelto', 'brillante', 'importante', 'caspa', 'picor', 'autentico', 'maravilla']"
2023-11-21,5,Fantástico! ! !. Lo compré para tratar mi dermatitis en el cuero cabelludo y función genial,"['fantastico', 'tratar', 'dermatitis', 'cuero', 'cabelludo', 'funcion', 'genial']"
2023-11-21,5,"Pelo más fuerte. Compré el champú y me encanto, cumple a la perfección lo que promete.","['pelo', 'fuerte', 'champu', 'encantar', 'cumplir', 'perfeccion', 'prometer']"
2023-11-21,5,El pelo suave y con brillo. Compre este producto la semana pasada y me encanta. Deja mi pelo suave y brillante.,"['pelo', 'suave', 'brillo', 'semana', 'encantar', 'pelo', 'suave', 'brillante']"
2023-11-21,5,Me encantaría probarlo. Nunca usé este Champú y me encantaría probarlo a ver que tal funciona,"['encantariar', 'probar', 'champu', 'encantariar', 'probar', 'funcionar']"
2023-11-21,5,"ESTUPENDO PRODUCTO. Me a encantado los resultados, pensaba que me dejaria el cabello seco pero para nada lo deja suave y libre de caspa","['estupendo', 'encantado', 'resultado', 'pensar', 'dejariar', 'pelo', 'seco', 'suave', 'libre', 'caspa']"
